species,year,site_orig,site_clim,sex,year_period,sun_h_0.01,sun_high_veg,partial_shade_low_veg,shade_0.8_h_0.01,shade_0.8_high_veg
MS,1951,A1,A1,F,historical,24.24544109676866,15.987413704574468,16.969694851746322,10.38473279170081,6.243260743951455
MS,1951,A1,B1,F,historical,17.55782502560688,10.733178346198429,11.114916680380928,6.202471398273324,3.824418396463017
MS,1951,A1,Eldo,F,historical,24.25504381648488,18.243859304086072,19.03269097904767,12.654084855795132,8.194454749202764
MB,1951,A1,A1,M,historical,22.376486051404573,17.76773165218163,18.398114215008338,13.54945598636726,9.927409546586741
MB,1951,A1,B1,M,historical,18.430187012239543,13.738886096244194,14.012284801584384,9.58144779333898,7.200325100727103
MB,1951,A1,C1,M,historical,20.369549027299907,14.595669740714097,15.562517327021423,10.373654091313004,6.0397982657458735
MB,1951,A1,D1,M,historical,14.858435573654495,10.46028324125528,10.838072003746811,6.644397148068788,3.9798123339895617
MS,1951,A1,A1,M,historical,14.602231104577816,9.401050023699968,10.031251177995438,5.8515485052273295,3.199178213888962
MS,1951,A1,B1,M,historical,10.420211505963579,6.073123387709063,6.323194914546682,3.2070048744931223,1.679493562173944
MS,1951,A1,Eldo,M,historical,14.484515838184306,10.795549265731845,11.296236720341573,7.2738771553089165,4.421072700604371
MB,1952,A1,A1,F,historical,20.089188343978574,17.951448168044408,17.97795352317629,13.94065956112405,11.171348629270978
MB,1952,A1,B1,F,historical,17.24577825832399,14.434386970118888,14.30634240997092,10.400961127082288,8.377762561293737
MB,1952,A1,C1,F,historical,18.17870890926237,14.412299015023862,15.136285668355692,10.670943447150082,6.47723231378115
MB,1952,A1,D1,F,historical,14.428450138625427,10.698161255639945,11.055409769879747,7.095618518782739,4.162640273220983
MS,1952,A1,A1,F,historical,26.10763534678524,19.902159995118787,20.028821312103045,13.6252483658977,9.228793464933084
MS,1952,A1,B1,F,historical,19.852322200727553,14.412400226022692,14.26002058056268,9.105677162754088,6.091710495660536
MS,1952,A1,Eldo,F,historical,26.649474448068364,23.095604316242326,23.3528860700125,16.517868824376016,11.931628418456132
MB,1952,A1,A1,M,historical,23.415953404764608,20.86154621045332,20.899692639490354,16.244968338204934,13.070866898976364
MB,1952,A1,B1,M,historical,20.080436507660128,16.810143438785524,16.667283394726145,12.183975220424893,9.87230572263915
MB,1952,A1,C1,M,historical,21.184637666290175,16.770119405149842,17.60462703451496,12.470959034890702,7.6753555804926785
MB,1952,A1,D1,M,historical,16.82778072886934,12.507919231576606,12.91820302686944,8.375269786710117,5.028042870229336
MS,1952,A1,A1,M,historical,15.615668862299518,11.827041130501902,11.892548699150073,7.867500568651946,5.060584111714618
MS,1952,A1,B1,M,historical,11.757738602443712,8.371412008705864,8.266848434884496,5.016456309744391,3.0798929338982446
MS,1952,A1,Eldo,M,historical,15.817055679859404,13.81319021623834,13.964221363653818,9.680406242581423,6.761152215938002
MB,1953,A1,A1,F,historical,20.708461361283568,17.28622096509999,17.49456430844112,12.959405744863409,10.214762074419834
MB,1953,A1,B1,F,historical,17.616109321760263,13.795209722299377,13.787722019833847,9.458987671425783,7.554945236338135
MB,1953,A1,C1,F,historical,18.395388322555775,13.758057279113583,14.48636672631213,9.747552571783249,5.939412234558235
MB,1953,A1,D1,F,historical,13.785736793779563,9.84430290667791,10.064298754432004,6.0236873625753695,3.6819437378901654
MS,1953,A1,A1,F,historical,26.214541210525777,18.41824832983837,18.97356073824638,11.671998040829386,7.829598844963478
MS,1953,A1,B1,F,historical,19.91740862624825,12.9566700554912,13.04385534965163,7.274951244111604,4.998181255422728
MS,1953,A1,Eldo,F,historical,25.988806505243303,20.478531447687143,20.713989284839503,13.599458182722138,9.898553598256235
MB,1953,A1,A1,M,historical,24.05343201743628,20.0788706432737,20.31696306309515,15.106691034954482,11.973836519272258
MB,1953,A1,B1,M,historical,20.455043154770625,16.06651552597158,16.05456407503622,11.096431257602097,8.9292587154027
MB,1953,A1,C1,M,historical,21.381611443737217,16.012085169749465,16.84717342462069,11.407592534834011,7.059865782940931
MB,1953,A1,D1,M,historical,16.063247671569577,11.52738522681418,11.777419989093504,7.146375424821536,4.477431407524573
MS,1953,A1,A1,M,historical,15.827562739750562,10.916225274032385,11.27751433574842,6.6428445745290485,4.171669979934191
MS,1953,A1,B1,M,historical,11.900334727645179,7.4575719652135115,7.523373900581746,3.8584633856308517,2.3866810968799697
MS,1953,A1,Eldo,M,historical,15.58826537622473,12.19203571629406,12.345462163609968,7.8465355315283745,5.468169126718422
MB,1954,A1,A1,F,historical,20.87389499220511,18.344834467735488,18.208145617205304,13.745291458341988,11.565670207393245
MB,1954,A1,B1,F,historical,17.728496994839038,14.813407049616385,14.502878332706812,10.354352746017442,8.86340305405824
MB,1954,A1,C1,F,historical,18.609539880397833,14.535054169450115,15.075600218687201,10.406808100746982,6.765581360117687
MB,1954,A1,D1,F,historical,14.229029429226925,10.68885784138826,10.772872628637364,6.787615351237299,4.500223442743852
MS,1954,A1,A1,F,historical,26.682751771377216,20.246457072459815,20.366158497118693,12.937005760720423,9.418289498499835
MS,1954,A1,B1,F,historical,20.845670323187537,14.745156427129078,14.512601315768396,8.701938415183017,6.4900608246106275
MS,1954,A1,Eldo,F,historical,28.598545142887065,22.587571005070682,22.413816167177455,14.766464177132262,11.521617027095159
MB,1954,A1,A1,M,historical,24.262340615512905,21.30130238168584,21.14360788380652,16.010918170141306,13.522126062135012
MB,1954,A1,B1,M,historical,20.605185862894,17.241396184243737,16.88231220326895,12.125630371054251,10.428628018760518
MB,1954,A1,C1,M,historical,21.642287273708277,16.908171157951156,17.528269974416133,12.164775661650575,8.007205135600536
MB,1954,A1,D1,M,historical,16.58540659343563,12.500391698736477,12.594268347220037,8.022770463655648,5.415746454691289
MS,1954,A1,A1,M,historical,16.087145452226867,12.065542433827657,12.152072471616632,7.442627014772497,5.173280664254738
MS,1954,A1,B1,M,historical,12.460958298627814,8.584841313634131,8.449746241663856,4.7625312895797745,3.3264328411809627
MS,1954,A1,Eldo,M,historical,17.27837027064698,13.53205959386873,13.43002078830214,8.58513375749331,6.491518134503834
MB,1955,A1,A1,F,historical,20.606915900646975,16.84508673663927,17.039089072785057,12.463409710133302,9.82542968441741
MB,1955,A1,B1,F,historical,17.297902374509377,13.416182033798615,13.422803250255267,9.251186353367391,7.352193398062233
MB,1955,A1,C1,F,historical,17.703311347483414,12.666001118830774,13.347073480797873,8.693426821297999,5.226734273895281
MB,1955,A1,D1,F,historical,14.475340149789993,10.17299310679067,10.520541459914558,6.320592254465731,3.6467934548032646
MS,1955,A1,A1,F,historical,25.721214677419933,17.472965332440488,17.981582781094936,10.981455586447819,7.375065654138399
MS,1955,A1,B1,F,historical,19.460333882309982,12.498225819370795,12.622701011228516,7.215682305716656,4.8665343373354455
MS,1955,A1,Eldo,F,historical,25.97772199203316,19.86259729688395,20.068119043574544,13.032468452622474,9.48770405845601
MB,1955,A1,A1,M,historical,23.919323256477735,19.56639823830203,19.78762137178456,14.536127625795084,11.525573239091973
MB,1955,A1,B1,M,historical,20.08863724999833,15.63024785709846,15.634730518700508,10.857305587306499,8.69438832749657
MB,1955,A1,C1,M,historical,20.561563400606737,14.754450068001615,15.533966783831609,10.198372601612553,6.242272044318147
MB,1955,A1,D1,M,historical,16.851263612556156,11.899189625691385,12.295457889039142,7.482548014679839,4.434298925885208
MS,1955,A1,A1,M,historical,15.545577431842307,10.323191131877058,10.655112108030012,6.2091404437710604,3.890034534229514
MS,1955,A1,B1,M,historical,11.613684602291821,7.172537871247458,7.26186457634903,3.8290595605703452,2.312823551358924
MS,1955,A1,Eldo,M,historical,15.619916269502127,11.815116659113716,11.950639763200817,7.493751352447208,5.215421376156203
MB,1956,A1,A1,F,historical,20.684961022459493,17.237904328114382,17.4151431736483,12.725255929779996,9.909067721800298
MB,1956,A1,B1,F,historical,17.34943294656424,13.518197917102576,13.46265556292438,9.024833362260084,7.103717527469718
MB,1956,A1,C1,F,historical,18.487684195708372,13.670671653144577,14.385020908454587,9.437779945548424,5.531565774011455
MB,1956,A1,D1,F,historical,13.887967810922676,9.617860784620023,9.836785922242536,5.556259208204261,3.1679751795034177
MS,1956,A1,A1,F,historical,26.306794799222097,18.31139270592389,18.87029080067327,11.356844138802847,7.408480140810234
MS,1956,A1,B1,F,historical,19.58875065607395,12.532309855353416,12.612123296470767,6.79605663224619,4.484798556068806
MS,1956,A1,Eldo,F,historical,26.629829743293634,20.983063970589324,21.28066059111516,13.69602323949979,9.662316406976473
MB,1956,A1,A1,M,historical,24.02298257879483,20.018833310643732,20.22158648692909,14.834777313279917,11.62103359459944
MB,1956,A1,B1,M,historical,20.145547318185187,15.745586186260512,15.678800119809837,10.596698847847602,8.410952455883425
MB,1956,A1,C1,M,historical,21.479737244628065,15.906717876983635,16.725826131375143,11.049827794254734,6.591475526578919
MB,1956,A1,D1,M,historical,16.16883479251704,11.263167233549664,11.511246694495313,6.608812994458429,3.8886303824886386
MS,1956,A1,A1,M,historical,15.897541085460764,10.858132465976235,11.22220200133385,6.4512267708366196,3.91000226527459
MS,1956,A1,B1,M,historical,11.701642752136447,7.195047002721259,7.257150199896952,3.5625393529833946,2.066248461307223
MS,1956,A1,Eldo,M,historical,16.00033679824558,12.52793876196762,12.721114124710805,7.9198709553553055,5.3262594923511335
MB,1957,A1,A1,F,historical,20.480541454563582,16.69751249074142,17.2187591797278,12.83528148024856,9.513106244676829
MB,1957,A1,B1,F,historical,16.76801209285655,13.016380530237402,13.257947415434533,9.322506042053835,6.92613266644077
MB,1957,A1,C1,F,historical,17.777195207156712,12.762484163779462,13.7502410548376,9.269675691653065,5.114157034639651
MB,1957,A1,D1,F,historical,13.876825087489413,9.539135995498185,10.092329502856872,6.188616101334399,3.2723259167704137
MS,1957,A1,A1,F,historical,25.92352750098971,17.58649164190205,18.54724935060676,11.722306846342198,7.256662391825541
MS,1957,A1,B1,F,historical,19.0251693006575,12.39932780018522,12.724000505480461,7.6986576129317035,4.6859535247957815
MS,1957,A1,Eldo,F,historical,27.527055534852426,20.376945069273123,21.209211630302875,13.785820123365959,9.195720501114218
MB,1957,A1,A1,M,historical,23.80934104688743,19.407819260620144,20.006268213176668,14.96983917636039,11.171870105316934
MB,1957,A1,B1,M,historical,19.51271271804919,15.181222723116774,15.458316461221656,10.946297516175585,8.210002091795621
MB,1957,A1,C1,M,historical,20.68580777708953,14.875352219194825,16.008396721785402,10.864887715954158,6.114681041553464
MB,1957,A1,D1,M,historical,16.179445399582562,11.176666792759134,11.809804702177397,7.334284663804936,4.005134750627297
MS,1957,A1,A1,M,historical,15.604830068882421,10.3793944576627,10.993503591136006,6.668235949626505,3.8130502161086994
MS,1957,A1,B1,M,historical,11.27394997300171,7.100419008920414,7.306150298728855,4.129005229303714,2.1995696911365656
MS,1957,A1,Eldo,M,historical,16.58696098382286,12.139710223971417,12.67269252994368,7.966006262120706,5.023206854443095
MB,1958,A1,A1,F,historical,21.296122394334997,17.168092053873767,17.654517085933673,13.044409847799917,9.685650916273696
MB,1958,A1,B1,F,historical,17.796759437072982,13.473951625584306,13.68548250221388,9.39930518608806,7.064186669424294
MB,1958,A1,C1,F,historical,19.72415579900198,14.403211646349096,15.309296981555995,10.267743425999953,5.9751812431352285
MB,1958,A1,D1,F,historical,14.869772626903822,10.623070547065245,10.985530872459606,6.706424809848757,3.875188213757772
MS,1958,A1,A1,F,historical,27.444145046912944,18.068346886867495,19.035221449381968,11.64692313530679,7.186611240474227
MS,1958,A1,B1,F,historical,20.052618127411,12.402718647193351,12.788737456239977,7.198014637109153,4.486811258664778
MS,1958,A1,Eldo,F,historical,27.791058084912873,20.791540289852982,21.586322221418722,14.174977381545915,9.383960284943326
MB,1958,A1,A1,M,historical,24.716579367888713,19.93473550169467,20.49195224671869,15.198831306823896,11.364662731202062
MB,1958,A1,B1,M,historical,20.65619782555529,15.69313070484695,15.932417948916358,11.025039834583641,8.364867714824548
MB,1958,A1,C1,M,historical,22.891578388544794,16.742678862746082,17.781084935458235,11.99851297235215,7.099324627735786
MB,1958,A1,D1,M,historical,17.310222958298866,12.417066962665942,12.830451498145338,7.925649716236948,4.697831884269373
MS,1958,A1,A1,M,historical,16.642708958131724,10.709390936283759,11.331770767482272,6.635510471875772,3.7720869568816027
MS,1958,A1,B1,M,historical,11.996888854702359,7.1150260683886515,7.369984579160844,3.81675242203632,2.0708100996692527
MS,1958,A1,Eldo,M,historical,16.75265362631417,12.41281599586546,12.921038310859405,8.224810378219745,5.152054971645358
MB,1959,A1,A1,F,historical,21.590088846895245,17.824005162988325,18.337460820227484,13.722158371510622,10.146224613820635
MB,1959,A1,B1,F,historical,18.277273666746698,14.072281490841316,14.373780912399477,10.003876557608773,7.337185654828561
MB,1959,A1,C1,F,historical,19.52617854091813,14.575829257377134,15.633012288213695,10.680907792165227,5.8752105861814945
MB,1959,A1,D1,F,historical,14.707106745455283,10.493915119334588,11.018436825935153,6.796897402593206,3.613771899752947
MS,1959,A1,A1,F,historical,28.464405784391573,19.219661314421852,20.350336215332746,12.584739432642708,7.615999064709984
MS,1959,A1,B1,F,historical,21.549375345564734,13.370360611279413,13.979607150880875,7.91866029796793,4.684577048844138
MS,1959,A1,Eldo,F,historical,29.06731937564999,21.64534445526407,22.557126223207618,14.760670690879335,9.70515671806991
MB,1959,A1,A1,M,historical,25.077441568356715,20.69342280367699,21.283369009301644,15.979069654060927,11.894696323250365
MB,1959,A1,B1,M,historical,21.224045459406483,16.38332269626789,16.726611264809762,11.719789641422244,8.680314932562467
MB,1959,A1,C1,M,historical,22.69604941073259,16.947696909478477,18.162050832875618,12.475841697200218,6.987780931133566
MB,1959,A1,D1,M,historical,17.140595216399518,12.27412408974772,12.874544773030092,8.032599480917929,4.401356398830838
MS,1959,A1,A1,M,historical,17.251719798139153,11.430762758975614,12.156399457298628,7.222960763305414,4.034309702797865
MS,1959,A1,B1,M,historical,12.929484616965329,7.722794042731969,8.120010619232163,4.267028745232554,2.1857412770973275
MS,1959,A1,Eldo,M,historical,17.54914955900784,12.94362769810607,13.52553165455487,8.585611606631435,5.343624209307895
MB,2015,A1,A1,F,contemporary,21.928654313425664,18.34652528911022,18.54966302589199,13.897974148578857,10.948284719840315
MB,2015,A1,B1,F,contemporary,18.96789330911982,14.997417230397973,15.015253502903407,10.593019688781263,8.365836608078952
MB,2015,A1,C1,F,contemporary,19.452833679509087,14.628614939508942,15.294371124411175,10.322219651506163,6.413296603118057
MB,2015,A1,D1,F,contemporary,15.30276062872668,11.087432930536819,11.296852353797718,6.910900620918419,4.30552656082372
MS,2015,A1,A1,F,contemporary,28.353458876902156,19.621561100176553,20.22342871795345,12.67949052768184,8.448216921642366
MS,2015,A1,B1,F,contemporary,22.13924036931044,14.375274869380384,14.564810144447797,8.550671562381726,5.707356560137731
MS,2015,A1,Eldo,F,contemporary,28.640178084741976,21.80418898310191,22.162325990136164,14.554814520360038,10.460476962021005
MB,2015,A1,A1,M,contemporary,25.45650138508648,21.295293648143865,21.527802784945095,16.185398085980285,12.81777648686596
MB,2015,A1,B1,M,contemporary,22.015689889867264,17.447513643981715,17.465193019796065,12.399842293931723,9.862361188601728
MB,2015,A1,C1,M,contemporary,22.590414859195004,17.01013254050762,17.773296159909822,12.069027293249961,7.608252653381138
MB,2015,A1,D1,M,contemporary,17.80478334819894,12.953525428799965,13.191443743398272,8.166580027092737,5.197955477122955
MS,2015,A1,A1,M,contemporary,17.18646567928854,11.670550767098693,12.061889937082938,7.267962922523263,4.54658948930581
MS,2015,A1,B1,M,contemporary,13.294081826077313,8.34467482527724,8.475798688662536,4.652280838696209,2.817534051484114
MS,2015,A1,Eldo,M,contemporary,17.294521415158172,13.032282364782112,13.265265964349837,8.44076348308986,5.807941253939862
MB,2016,A1,A1,F,contemporary,22.28113852337726,19.39953637751102,19.40083144613137,14.685579893705832,12.103852237894612
MB,2016,A1,B1,F,contemporary,19.393072855394806,15.947529789151757,15.750317682542962,11.165749692299272,9.346091370441679
MB,2016,A1,C1,F,contemporary,19.98753353832333,15.89207488262786,16.465509057639032,11.44929234832203,7.472572324484454
MB,2016,A1,D1,F,contemporary,16.04581266033313,12.070612333088919,12.181378804126625,7.609789265552198,4.986043672397688
MS,2016,A1,A1,F,contemporary,29.17353437505109,21.463020091718477,21.803083774537548,13.815547888338715,9.79503503606557
MS,2016,A1,B1,F,contemporary,22.790552336652972,15.725737958885778,15.613276795707767,9.241969953504416,6.74508440331178
MS,2016,A1,Eldo,F,contemporary,28.99873289552255,23.035871822304042,23.002567891188306,15.28919329352285,11.751691933672289
MB,2016,A1,A1,M,contemporary,25.88083077997704,22.51031010032546,22.511639480919527,17.090139988137867,14.141050428542608
MB,2016,A1,B1,M,contemporary,22.51323861499793,18.540283834012,18.311251406399926,13.057618163455997,10.984535399933137
MB,2016,A1,C1,M,contemporary,23.234641278952495,18.46476256761602,19.123950794921598,13.361187649807064,8.819924235467816
MB,2016,A1,D1,M,contemporary,18.66493056028702,14.08017919420645,14.20521871901404,8.966301640167533,5.976441538719678
MS,2016,A1,A1,M,contemporary,17.66955374272775,12.83116707788088,13.056342414158252,7.985834880168041,5.397968734668592
MS,2016,A1,B1,M,contemporary,13.68607822582288,9.194415438148983,9.134198460188701,5.085541337099644,3.4713087074261986
MS,2016,A1,Eldo,M,contemporary,17.50197365914732,13.80278437998935,13.788425610324166,8.902417133991444,6.62409760946148
MB,2017,A1,A1,F,contemporary,22.14620542168027,18.076515159761698,18.38133212273687,13.610637515320105,10.608843162714079
MB,2017,A1,B1,F,contemporary,19.137502697919878,14.80011050295988,14.93072123773434,10.38705075541296,8.059490019883045
MB,2017,A1,C1,F,contemporary,19.47876691909712,14.411970353816383,15.128210814024223,10.102522995880452,6.167188713514561
MB,2017,A1,D1,F,contemporary,16.713869927583403,12.198658017958147,12.593637761396108,7.86428511014403,4.643283101502876
MS,2017,A1,A1,F,contemporary,28.163073936525073,18.862646538749658,19.55377811690934,12.044694472852914,7.981488555741743
MS,2017,A1,B1,F,contemporary,21.841835646991466,13.8473625591882,14.158483915100867,8.098075339390055,5.3118681035759465
MS,2017,A1,Eldo,F,contemporary,28.59660576029698,21.078755921556102,21.44881596275014,13.857043373586919,10.067368046543843
MB,2017,A1,A1,M,contemporary,25.68920119957781,20.981575930783105,21.329948601393852,15.854811547744735,12.42915226465777
MB,2017,A1,B1,M,contemporary,22.20078612898145,17.21902357685384,17.365747064684232,12.162984848622038,9.511667714107737
MB,2017,A1,C1,M,contemporary,22.615438462869722,16.76171307181022,17.582761707395154,11.819143776214233,7.327891582650294
MB,2017,A1,D1,M,contemporary,19.432904512256936,14.225800891022685,14.677290046710024,9.257024980415522,5.584393490827323
MS,2017,A1,A1,M,contemporary,17.090719073693855,11.188464516506977,11.636696636632681,6.861648044638123,4.249337944227826
MS,2017,A1,B1,M,contemporary,13.112774213307976,8.008308421933796,8.216231053164785,4.362386167898974,2.5661828207792756
MS,2017,A1,Eldo,M,contemporary,17.304970097911717,12.573840978434013,12.815769098113602,7.994802620355532,5.557003741205483
MB,2018,A1,A1,F,contemporary,22.311254364944133,18.928408107393814,19.03089745552786,14.433433253616,11.679093491913736
MB,2018,A1,B1,F,contemporary,19.57436275460451,15.647771570427285,15.572233906541372,11.07144840026392,9.02048259673141
MB,2018,A1,C1,F,contemporary,19.959115797453403,15.422157050714791,15.93512395700607,10.943618326463524,7.217306860533296
MB,2018,A1,D1,F,contemporary,15.98209352035497,12.117393444299996,12.227229676855094,7.825743753278131,5.218779362586311
MS,2018,A1,A1,F,contemporary,28.69229501396459,20.45264393591957,20.869791902354518,13.360131800886938,9.280435948879381
MS,2018,A1,B1,F,contemporary,22.78518259508799,15.07347195947007,15.110221516748865,8.959805471014331,6.314952997438205
MS,2018,A1,Eldo,F,contemporary,28.77729380946708,22.410906794234002,22.401867383035363,15.047533117560823,11.391147493743068
MB,2018,A1,A1,M,contemporary,25.897559332358846,21.963574344893722,22.080512829539185,16.79857276710388,13.653656793813003
MB,2018,A1,B1,M,contemporary,22.70544555050882,18.1911308307761,18.101306103370018,12.946122738463195,10.610742361451127
MB,2018,A1,C1,M,contemporary,23.174431760633013,17.919870506728724,18.507769118706744,12.781080495129434,8.528501637860977
MB,2018,A1,D1,M,contemporary,18.595923379279746,14.136833662086659,14.261028230544445,9.214956951852137,6.243840823762999
MS,2018,A1,A1,M,contemporary,17.391108492897935,12.195873058810662,12.469272318096511,7.699896234705647,5.074425486494249
MS,2018,A1,B1,M,contemporary,13.71146193231718,8.786917114853024,8.821536545408513,4.910323785789321,3.200119054457379
MS,2018,A1,Eldo,M,contemporary,17.380512085443755,13.414471998818254,13.412505985200502,8.753463893014208,6.400030239608634
MB,2019,A1,A1,F,contemporary,22.295695120884385,18.636201257965688,18.948817818499617,14.276891261406274,11.212412340919022
MB,2019,A1,B1,F,contemporary,18.95421168171967,15.00583454880387,15.068238891503283,10.658863370252677,8.498434570687445
MB,2019,A1,C1,F,contemporary,20.492938590938078,15.380751963339407,16.250166316634143,11.115979487281155,6.803878714243479
MB,2019,A1,D1,F,contemporary,15.837277758236167,11.373094712432504,11.712777241305943,7.25694258117317,4.502263810256746
MS,2019,A1,A1,F,contemporary,28.8235389446827,20.24335982777114,20.949405468449385,13.214557132255099,8.873668078639476
MS,2019,A1,B1,F,contemporary,21.944021371802744,14.48342510796644,14.667973663739923,8.679247933046254,5.975236570147947
MS,2019,A1,Eldo,F,contemporary,29.70400456318197,23.025779153758727,23.517544925767655,15.658228734419673,11.24493796088528
MB,2019,A1,A1,M,contemporary,25.882385325462856,21.6274287173995,21.98549304235662,16.617087690156232,13.116445959019948
MB,2019,A1,B1,M,contemporary,22.00177785235758,17.456262992905213,17.524832879432086,12.473263739525436,10.009977002092745
MB,2019,A1,C1,M,contemporary,23.790827201944346,17.86920600223179,18.866701492555137,12.97450437635216,8.050507748523833
MB,2019,A1,D1,M,contemporary,18.417385128336562,13.27745217813579,13.664599944703602,8.55872767205638,5.417695248149314
MS,2019,A1,A1,M,contemporary,17.472511468711247,12.071055837386337,12.527133763567635,7.614166943200421,4.827838977387217
MS,2019,A1,B1,M,contemporary,13.16200235085551,8.418217735805564,8.544876073042909,4.739836075654138,3.0000900648189113
MS,2019,A1,Eldo,M,contemporary,17.939801383267667,13.80856319186216,14.12437745630324,9.147620198736837,6.316554214642127
MB,2020,A1,A1,F,contemporary,22.2680323453931,19.70288290208416,19.56351324609233,14.920679430327933,12.59850909366447
MB,2020,A1,B1,F,contemporary,19.161529751112052,16.273948503781437,15.920464428783438,11.466404467127528,9.884984617241233
MB,2020,A1,C1,F,contemporary,20.22342790649015,16.24274830676538,16.667591663903714,11.660197628066665,7.9914372223083
MB,2020,A1,D1,F,contemporary,16.027295454528215,12.217093084724745,12.173150723087026,7.6189560672475,5.407387242877459
MS,2020,A1,A1,F,contemporary,29.15398339965254,22.086055243470827,22.200994183504154,14.268152412093457,10.433415134724902
MS,2020,A1,B1,F,contemporary,22.616466708082196,16.50337209028861,16.208677972812637,9.879833505150629,7.425426632749214
MS,2020,A1,Eldo,F,contemporary,29.555150721956778,24.524529110675775,24.294777195109056,16.57924952606522,12.890290520161168
MB,2020,A1,A1,M,contemporary,25.867618359683696,22.858395134540547,22.697743483473044,17.357901900053463,14.705158358050545
MB,2020,A1,B1,M,contemporary,22.25815618734197,18.91651664989903,18.5084630524905,13.401698850471403,11.599442731205137
MB,2020,A1,C1,M,contemporary,23.496169326321084,18.864768077536535,19.35231115006341,13.599265423793593,9.411084447217107
MB,2020,A1,D1,M,contemporary,18.635966438911055,14.247993953561595,14.194193064964153,8.976171765282766,6.457584848886402
MS,2020,A1,A1,M,contemporary,17.65324212170809,13.231189829903187,13.314399479113563,8.280545356730592,5.808768925852907
MS,2020,A1,B1,M,contemporary,13.556119965310652,9.6918484515852,9.51661026101427,5.497592229469346,3.9080266443081437
MS,2020,A1,Eldo,M,contemporary,17.81014105435956,14.744015489280878,14.60248636607622,9.729502797061508,7.354239584531167
MB,2021,A1,A1,F,contemporary,22.3781545682241,19.22339467953618,19.26905635314478,14.591768703636962,12.022017184266517
MB,2021,A1,B1,F,contemporary,19.69137908866962,16.01174052766771,15.88284690241723,11.30185513576884,9.39797222450779
MB,2021,A1,C1,F,contemporary,19.576002286335676,15.258073778996057,15.717662587942415,10.789980437513986,7.304876604458064
MB,2021,A1,D1,F,contemporary,16.78123514628906,12.916403534027166,13.102047605439425,8.464019442211722,5.695059447894654
MS,2021,A1,A1,F,contemporary,28.496116255416545,20.93922574190958,21.26220727806153,13.49981693389186,9.627224526263353
MS,2021,A1,B1,F,contemporary,22.913662867638173,15.692549616544683,15.645141701231035,9.217782728681962,6.705561237807729
MS,2021,A1,Eldo,F,contemporary,29.231916988842055,22.866010984838336,22.885074569825115,15.22480159206624,11.683709368136745
MB,2021,A1,A1,M,contemporary,25.979877909741333,22.305403022939302,22.35694754847983,16.981197234036003,14.046487510272122
MB,2021,A1,B1,M,contemporary,22.846544791973717,18.611131202925236,18.460516376301506,13.211327335702476,11.042848670565306
MB,2021,A1,C1,M,contemporary,22.739805411763708,17.73745143016373,18.264171742040503,12.60771331586182,8.629767631331115
MB,2021,A1,D1,M,contemporary,19.520960039267653,15.054506681961142,15.265820024553063,9.946561340733933,6.789154123802691
MS,2021,A1,A1,M,contemporary,17.2463225127382,12.498343196891698,12.712099762690857,7.783847407700271,5.291820751136391
MS,2021,A1,B1,M,contemporary,13.776305333794124,9.176503343762214,9.15655978401408,5.069943579386502,3.4460304146335092
MS,2021,A1,Eldo,M,contemporary,17.666064681063027,13.696707783456628,13.715500904578137,8.860949666684709,6.581727227459806
MB,2022,A1,A1,F,contemporary,22.262817723387865,19.250451749373397,19.341748464946434,14.74804007316192,12.097076621880513
MB,2022,A1,B1,F,contemporary,19.26177518454786,15.672639792964851,15.566124077596061,11.087958453604475,9.210787592182413
MB,2022,A1,C1,F,contemporary,19.753263055100806,15.57360285905048,16.219873948047496,11.41682876585524,7.440179710026288
MB,2022,A1,D1,F,contemporary,16.650167694927898,12.946778171586875,13.26572571024192,8.835054756965048,5.698095169663719
MS,2022,A1,A1,F,contemporary,28.727410514327318,21.11865319715611,21.603786026715575,13.804761083218462,9.712265784410608
MS,2022,A1,B1,F,contemporary,22.482087324356815,15.233033195118953,15.270841935148722,8.993262193897314,6.487578074677674
MS,2022,A1,Eldo,F,contemporary,29.06613023798636,23.964366862105393,24.169153428918168,16.46217370657851,12.303447505983998
MB,2022,A1,A1,M,contemporary,25.859200923811624,22.342019596143288,22.44720166841089,17.16471715470667,14.136032220186571
MB,2022,A1,B1,M,contemporary,22.35742394895567,18.226283415640115,18.101787393528614,12.97015603317878,10.832329570703335
MB,2022,A1,C1,M,contemporary,22.969161236451654,18.10622277765103,18.849280464819458,13.329997325101075,8.78758041427341
MB,2022,A1,D1,M,contemporary,19.390442534323167,15.094352824924202,15.460172589692792,10.373571745650624,6.793653306414072
MS,2022,A1,A1,M,contemporary,17.376699450174772,12.602895382429322,12.919106046628697,7.969463685580988,5.3371076488865965
MS,2022,A1,B1,M,contemporary,13.498640766099408,8.876020217251563,8.910502355943873,4.919882032754953,3.2992694338179316
MS,2022,A1,Eldo,M,contemporary,17.475227400602073,14.376037166565693,14.508686361093014,9.638756588250134,6.967557293252664
MB,2023,A1,A1,F,contemporary,20.450168272241992,16.50543422931722,16.93711247822232,12.572876723859489,9.61662101262193
MB,2023,A1,B1,F,contemporary,17.76712756802199,13.438395900567759,13.647303204686432,9.422160556325947,7.270225253220759
MB,2023,A1,C1,F,contemporary,18.640986507737114,13.901941573271667,14.6462714044436,9.950991499030192,6.187460092083242
MB,2023,A1,D1,F,contemporary,14.209851060912653,10.210202070556859,10.454535947465082,6.387913851548651,4.069634857313412
